Picture ID;Category;Description;WordNet_1;WordNet_2;WordNet_3;WordNet_4;WordNet_5;WordNet_6;WordNet_7;;;;;;;;;;;;;
Faces_201_v;Faces;priest;%Man=;%SubjectiveAssessmentAttribute+;%Cleric=;%Microphone=;%Communication+;;;;;;;;;;;;;;;
Faces_202_v;Faces;man;%Man=;%Face+;%Device+;%ProtectiveEyewear+;;;;;;;;;;;;;;;;
Faces_203_h;Faces;elderly man;%SubjectiveAssessmentAttribute+;%Man=;%Eating=;%IceCream=;%EyeGlass+;;;;;;;;;;;;;;;
Faces_204_v;Faces;man;%Man=;%ProtectiveEyewear+;%Face+;;;;;;;;;;;;;;;;;
Faces_205_h;Faces;elderly woman;%SubjectiveAssessmentAttribute+;%Woman=;%Face+;%EyeGlass+;;;;;;;;;;;;;;;;
Faces_206_v;Faces;woman;%Woman=;%Face+;;;;;;;;;;;;;;;;;;
Faces_207_h;Faces;elderly woman;%SubjectiveAssessmentAttribute+;%Woman=;%Face+;%GroupOfPeople=;%GroupOfPeople+;;;;;;;;;;;;;;;
Faces_208_h;Faces;elderly man;%SubjectiveAssessmentAttribute+;%Man=;%Snowing=;%WinterSeason+;%Face+;%GroupOfPeople=;;;;;;;;;;;;;;
Faces_209_h;Faces;elderly woman;%SubjectiveAssessmentAttribute+;%Woman=;%Face+;;;;;;;;;;;;;;;;;
Faces_210_h;Faces;man;%Man=;%Face+;%Door+;%HotelBuilding=;;;;;;;;;;;;;;;;
Faces_211_h;Faces;man smiling;%Man=;%Smiling+;%WaterVehicle=;%OccupationalTrade+;;;;;;;;;;;;;;;;
Faces_212_h;Faces;man;%Man=;%WaterVehicle=;%WaterArea=;%Ocean=;%SpaceRegion=;%Blue+;;;;;;;;;;;;;;
Faces_213_v;Faces;men;%Man=;%Man+;%BodyMotion+;%BodyMotion+;%ProtectiveEyewear+;%Roadway=;;;;;;;;;;;;;;
Faces_214_h;Faces;elderly woman;%SubjectiveAssessmentAttribute+;%Woman=;%Balcony=;;;;;;;;;;;;;;;;;
Faces_215_v;Faces;woman;%Woman=;%BodyMotion+;%EyeGlass+;;;;;;;;;;;;;;;;;
Faces_216_h;Faces;man;%Man=;%EyeGlass+;%Face+;;;;;;;;;;;;;;;;;
Faces_217_v;Faces;elderly man;%SubjectiveAssessmentAttribute+;%Man=;%Smoking=;%SmokingPipe=;;;;;;;;;;;;;;;;
Faces_218_h;Faces;woman;%Woman=;%ProtectiveEyewear+;%Walking=;;;;;;;;;;;;;;;;;
Faces_219_v;Faces;elderly man;%SubjectiveAssessmentAttribute+;%Man=;%ProtectiveEyewear+;%Hat+;%RecreationOrExercise+;%Game+;;;;;;;;;;;;;;
Faces_220_h;Faces;woman;%Woman=;%EyeGlass+;%Face+;;;;;;;;;;;;;;;;;
Faces_221_v;Faces;man;%Man=;%Face+;%LineFormation+;;;;;;;;;;;;;;;;;
Faces_222_h;Faces;elderly woman;%SubjectiveAssessmentAttribute+;%SubjectiveAssessmentAttribute+;%EyeGlass+;%BodyMotion+;%Seat+;%Green=;;;;;;;;;;;;;;
Faces_223_v;Faces;woman;%Woman=;%Face+;;;;;;;;;;;;;;;;;;
Faces_224_h;Faces;elderly woman;%SubjectiveAssessmentAttribute+;%Woman=;%Bag+;%Yellow=;%Dress+;%Plant+;%Green=;;;;;;;;;;;;;
Faces_225_v;Faces;man smiling;%Man+;%Smiling+;%Clothing+;;;;;;;;;;;;;;;;;
Faces_226_h;Faces;man smiling;%Man=;%Smiling+;%FacialHair+;;;;;;;;;;;;;;;;;
Faces_227_v;Faces;woman smiling;%Woman=;%Smiling+;%Red=;%Coat=;;;;;;;;;;;;;;;;
Faces_228_h;Faces;elderly woman;%SubjectiveAssessmentAttribute+;%Woman=;%Hat+;%Drinking=;%Coffee=;;;;;;;;;;;;;;;
Faces_229_v;Faces;man;%Man=;%Face+;%Scales=;;;;;;;;;;;;;;;;;
Faces_230_h;Faces;elderly man;%SubjectiveAssessmentAttribute+;%Man=;%Hat+;%FacialHair+;%GrayColor=;;;;;;;;;;;;;;;
Faces_231_v;Faces;woman smiling;%Woman=;%Smiling+;%Clothing+;%Coat=;%Face+;;;;;;;;;;;;;;;
Faces_232_h;Faces;women smiling;%Woman=;%Smiling+;%ArtWork+;%EyeGlass+;%Face+;;;;;;;;;;;;;;;
Faces_233_v;Faces;woman;%Woman=;%ProtectiveEyewear+;%Clothing+;%Roadway=;%GroupOfPeople=;%Face+;;;;;;;;;;;;;;
Faces_234_h;Faces;dancing people;%GroupOfPeople=;%Dancing=;%MakingVocalMusic=;%Park+;%Green=;%Grass=;;;;;;;;;;;;;;
Faces_235_v;Faces;woman smiling;%Woman=;%Smiling+;%Park+;%Face+;;;;;;;;;;;;;;;;
Faces_236_h;Faces;woman smiling;%Woman=;%Smiling+;%Dress+;%Yellow=;%Keeping=;%Food=;;;;;;;;;;;;;;
Faces_237_v;Faces;woman smiling;%Woman=;%Smiling+;%Jewelry+;%Face+;%Face+;;;;;;;;;;;;;;;
Faces_238_h;Faces;man smiling;%Man=;%Smiling+;%Helmet=;%Face+;;;;;;;;;;;;;;;;
Faces_239_v;Faces;woman smiling;%Woman=;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_240_h;Faces;woman smiling;%Woman=;%Smiling+;%Sport+;;;;;;;;;;;;;;;;;
Faces_241_v;Faces;man;%Man=;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_242_h;Faces;man and woman smiling;%Man=;%Woman=;%Smiling+;;;;;;;;;;;;;;;;;
Faces_243_v;Faces;elderly woman;%Woman=;%SubjectiveAssessmentAttribute+;%EyeGlass+;;;;;;;;;;;;;;;;;
Faces_244_h;Faces;elderly woman;%Woman=;%Smiling+;%SubjectiveAssessmentAttribute+;%Hat+;;;;;;;;;;;;;;;;
Faces_245_v;Faces;man singing;%Man=;%MakingVocalMusic=;;;;;;;;;;;;;;;;;;
Faces_246_v;Faces;man smiling;%Man+;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_247_h;Faces;woman smiling;%Woman=;%Smiling+;%SubjectiveAssessmentAttribute+;;;;;;;;;;;;;;;;;
Faces_248_v;Faces;girl;%Woman+;;;;;;;;;;;;;;;;;;;
Faces_249_v;Faces;Buddhist monk;%Man=;%Monk=;;;;;;;;;;;;;;;;;;
Faces_250_h;Faces;woman;%Woman=;;;;;;;;;;;;;;;;;;;
Faces_251_v;Faces;man;%Man=;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_252_h;Faces;woman smiling;%Woman=;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_253_v;Faces;woman smiling;%Woman=;%Smiling+;%Sea=;;;;;;;;;;;;;;;;;
Faces_254_h;Faces;woman;%Woman=;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_255_v;Faces;elderly man;%SubjectiveAssessmentAttribute+;%Man=;;;;;;;;;;;;;;;;;;
Faces_256_h;Faces;elderly woman;%SubjectiveAssessmentAttribute+;%Woman=;;;;;;;;;;;;;;;;;;
Faces_257_v;Faces;woman smiling;%Woman=;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_258_h;Faces;men smiling;%Man=;%Smiling+;%SwimmingPool=;;;;;;;;;;;;;;;;;
Faces_259_v;Faces;mother and child;%BiologicalAttribute+;%HumanChild=;;;;;;;;;;;;;;;;;;
Faces_260_h;Faces;elderly man;%SubjectiveAssessmentAttribute+;%Man=;%Position+;;;;;;;;;;;;;;;;;
Faces_261_v;Faces;woman smiling;%Woman=;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_262_h;Faces;elderly woman;%SubjectiveAssessmentAttribute+;%Woman=;;;;;;;;;;;;;;;;;;
Faces_263_v;Faces;woman smiling;%Woman=;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_264_h;Faces;butcher woman;%Position+;%Woman=;;;;;;;;;;;;;;;;;;
Faces_265_h;Faces;butcher;%Position+;%Man=;;;;;;;;;;;;;;;;;;
Faces_266_h;Faces;butcher;%Position+;%Man=;;;;;;;;;;;;;;;;;;
Faces_267_v;Faces;cook;%Human+;%UniformClothing=;;;;;;;;;;;;;;;;;;
Faces_268_h;Faces;butcher woman;%Position+;%Woman=;;;;;;;;;;;;;;;;;;
Faces_269_v;Faces;soldier;%Soldier=;%Gun=;;;;;;;;;;;;;;;;;;
Faces_270_h;Faces;man with a gun;%Man=;%Gun=;;;;;;;;;;;;;;;;;;
Faces_271_h;Faces;men with guns;%Man=;%Gun=;;;;;;;;;;;;;;;;;;
Faces_272_h;Faces;masked men with guns;%Covering+;%Man=;%Gun=;;;;;;;;;;;;;;;;;
Faces_273_h;Faces;man with guns;%Man=;%Gun=;;;;;;;;;;;;;;;;;;
Faces_274_h;Faces;man with guns;%Man=;%Gun=;;;;;;;;;;;;;;;;;;
Faces_275_h;Faces;elderly man;%SubjectiveAssessmentAttribute+;%Man=;;;;;;;;;;;;;;;;;;
Faces_276_h;Faces;women;%Woman=;%GroupOfPeople+;;;;;;;;;;;;;;;;;;
Faces_277_h;Faces;box fighters;%Sport+;%SocialRole+;;;;;;;;;;;;;;;;;;
Faces_278_h;Faces;woman and man;%Woman=;%Man=;;;;;;;;;;;;;;;;;;
Faces_279_h;Faces;sad people;%GroupOfPeople=;%Woman=;%Man=;%Weeping=;;;;;;;;;;;;;;;;
Faces_280_h;Faces;box fighters;%Sport+;%SocialRole+;%Blood=;;;;;;;;;;;;;;;;;
Faces_281_h;Faces;hurting woman;%Pain=;%Woman=;;;;;;;;;;;;;;;;;;
Faces_282_h;Faces;football players;%Football+;%Sport=;%Human+;%Organization=;;;;;;;;;;;;;;;;
Faces_283_h;Faces;elderly woman crying;%Human+;%Woman=;%Weeping=;;;;;;;;;;;;;;;;;
Faces_284_h;Faces;crippled man;%Man=;%DiseaseOrSyndrome+;;;;;;;;;;;;;;;;;;
Faces_285_h;Faces;homeless woman;%Human+;%Woman=;;;;;;;;;;;;;;;;;;
Faces_286_h;Faces;judo fighters;%Man=;%Judo=;;;;;;;;;;;;;;;;;;
Faces_287_h;Faces;football player;%Man=;;;;;;;;;;;;;;;;;;;
Faces_288_h;Faces;woman;%Woman=;%Bed=;;;;;;;;;;;;;;;;;;
Faces_289_h;Faces;elderly man;%Man=;%Snowing+;%Snowing=;;;;;;;;;;;;;;;;;
Faces_290_h;Faces;homeless man;%Man=;%FacialHair+;%Human+;;;;;;;;;;;;;;;;;
Faces_291_h;Faces;police arresting someone;%PoliceOrganization+;%PlacingUnderArrest=;;;;;;;;;;;;;;;;;;
Faces_292_h;Faces;man;%Man=;%Africa=;;;;;;;;;;;;;;;;;;
Faces_293_h;Faces;police arresting someone;%PoliceOrganization+;%PlacingUnderArrest=;;;;;;;;;;;;;;;;;;
Faces_294_h;Faces;wounded man;%Man=;%HospitalBuilding=;;;;;;;;;;;;;;;;;;
Faces_295_h;Faces;judo fighters;%Man=;%Judo=;;;;;;;;;;;;;;;;;;
Faces_296_h;Faces;man smoking;%Man=;%Smoking=;;;;;;;;;;;;;;;;;;
Faces_297_h;Faces;judo fighters;%Man=;%Judo=;%Vocalizing+;;;;;;;;;;;;;;;;;
Faces_298_h;Faces;fighter;%Man=;%Head=;%Blood=;;;;;;;;;;;;;;;;;
Faces_299_h;Faces;box fighters;%Man=;%Sport+;;;;;;;;;;;;;;;;;;
Faces_300_h;Faces;elderly man;%Human+;%Man=;%TemperatureMeasure+;;;;;;;;;;;;;;;;;
Faces_301_h;Faces;man and woman;%Woman=;%Man=;;;;;;;;;;;;;;;;;;
Faces_302_h;Faces;homeless man;%SubjectiveWeakNegativeAttribute+;%Man=;;;;;;;;;;;;;;;;;;
Faces_303_h;Faces;beggar woman;%SubjectiveAssessmentAttribute+;%SubjectiveWeakNegativeAttribute+;%Woman=;;;;;;;;;;;;;;;;;
Faces_304_h;Faces;men in the water;%Man=;%WaterArea=;;;;;;;;;;;;;;;;;;
Faces_305_h;Faces;woman;%Woman=;%Container+;;;;;;;;;;;;;;;;;;
Faces_306_v;Faces;couple;%Group+;%Man=;%Woman=;;;;;;;;;;;;;;;;;
Faces_307_v;Faces;couple;%Group+;%Man=;%Woman=;;;;;;;;;;;;;;;;;
Faces_308_h;Faces;men;%Man=;%CardinalityFn=;;;;;;;;;;;;;;;;;;
Faces_309_h;Faces;men;%Man=;%CardinalityFn=;;;;;;;;;;;;;;;;;;
Faces_310_v;Faces;woman;%Woman=;%Food=;%Sandwich=;;;;;;;;;;;;;;;;;
Faces_311_h;Faces;elderly woman;%Human+;%Woman=;;;;;;;;;;;;;;;;;;
Faces_312_h;Faces;man;%Man=;%WaterVehicle=;;;;;;;;;;;;;;;;;;
Faces_313_h;Faces;boys playing;%Man=;%Man+;%Basketball=;;;;;;;;;;;;;;;;;
Faces_314_h;Faces;man skateboarding;%Ramp=;%Clothing+;%Man=;;;;;;;;;;;;;;;;;
Faces_315_h;Faces;elderly couple;%Human+;%GroupOfPeople+;%Day=;;;;;;;;;;;;;;;;;
Faces_316_h;Faces;man jogging;%Man=;%FitnessExercise+;%Glove+;;;;;;;;;;;;;;;;;
Faces_317_v;Faces;woman;%SubjectiveAssessmentAttribute+;%Woman=;%Dress+;;;;;;;;;;;;;;;;;
Faces_318_v;Faces;couple;%Group+;%HumanYouth=;;;;;;;;;;;;;;;;;;
Faces_319_v;Faces;man and woman;%Human+;%Woman=;%Man=;%capability+;;;;;;;;;;;;;;;;
Faces_320_v;Faces;elderly woman;%Human+;%Woman=;%Coat+;;;;;;;;;;;;;;;;;
Faces_321_h;Faces;football players;%Football+;%Organization=;%Human+;;;;;;;;;;;;;;;;;
Faces_322_v;Faces;woman smiling;%Woman=;%Food=;%Smiling=;;;;;;;;;;;;;;;;;
Faces_323_h;Faces;men smiling;%GroupOfPeople=;%GroupOfPeople+;%Smiling+;;;;;;;;;;;;;;;;;
Faces_324_h;Faces;woman smiling;%GroupOfPeople+;%Smiling+;%WaterVehicle=;%Ocean=;%WaterArea=;;;;;;;;;;;;;;;
Faces_325_v;Faces;man smiling;%Man=;%Smiling+;%Reptile+;;;;;;;;;;;;;;;;;
Faces_326_h;Faces;man jogging;%Man=;%FitnessExercise+;%BotanicalTree=;%Park+;;;;;;;;;;;;;;;;
Faces_327_v;Faces;couple;%GroupOfPeople+;%Smiling+;%Park+;;;;;;;;;;;;;;;;;
Faces_328_v;Faces;couple;%GroupOfPeople+;%Smiling+;%Roadway=;;;;;;;;;;;;;;;;;
Faces_329_h;Faces;man jogging;%Man=;%FitnessExercise+;;;;;;;;;;;;;;;;;;
Faces_330_v;Faces;people showering;%GroupOfPeople=;%Removing+;;;;;;;;;;;;;;;;;;
Faces_331_h;Faces;men;%Man=;%BodyMotion+;%Fence=;;;;;;;;;;;;;;;;;
Faces_332_v;Faces;man exercising;%Man=;%FitnessExercise=;%Forest=;%CultivatedLandArea+;%Fence=;%Green=;;;;;;;;;;;;;;
Faces_333_h;Faces;woman smiling;%Woman=;%Smiling+;%Plant+;%Green=;;;;;;;;;;;;;;;;
Faces_334_h;Faces;woman smiling;%Woman=;%Smiling+;%GroupOfPeople=;;;;;;;;;;;;;;;;;
Faces_335_h;Faces;couple;%GroupOfPeople+;%Walking=;;;;;;;;;;;;;;;;;;
Faces_336_h;Faces;men;%SocialRole+;%ClothingSuit+;%Day=;;;;;;;;;;;;;;;;;
Faces_337_h;Faces;man smiling;%Camera=;%Man=;%Smiling+;;;;;;;;;;;;;;;;;
Faces_338_h;Faces;men smiling;%Man=;%Smiling+;%Roadway=;;;;;;;;;;;;;;;;;
Faces_339_h;Faces;woman and man;%Woman=;%Smiling+;%Camera=;;;;;;;;;;;;;;;;;
Faces_340_h;Faces;woman showering;%Woman+;%SubjectiveAssessmentAttribute+;%WaterArea=;%Jewelry+;;;;;;;;;;;;;;;;
Faces_341_h;Faces;elderly people;%Human+;%Group+;%GroupOfPeople+;;;;;;;;;;;;;;;;;
Faces_342_h;Faces;woman smiling;%Woman=;%Smiling+;%Man=;%Snowing=;%Device+;%Mountain=;;;;;;;;;;;;;;
Faces_343_h;Faces;man;%Man=;%Clothing+;%BodyMotion+;;;;;;;;;;;;;;;;;
Faces_344_h;Faces;elderly women;%Human+;%Woman=;%Attribute+;;;;;;;;;;;;;;;;;
Faces_345_h;Faces;men smiling;%Man=;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_346_v;Faces;couple smiling;%Group+;%PublicPark=;%Walking=;;;;;;;;;;;;;;;;;
Faces_347_h;Faces;people smiling;%GroupOfPeople=;%Smiling+;%RecreationOrExercise+;;;;;;;;;;;;;;;;;
Faces_348_h;Faces;man swimming;%Man=;%Swimming+;%WaterArea=;;;;;;;;;;;;;;;;;
Faces_349_h;Faces;people smiling;%GroupOfPeople=;%Smiling+;;;;;;;;;;;;;;;;;;
Faces_350_h;Faces;people smiling;%Woman=;%GroupOfPeople=;%Smiling=;%BodyMotion+;;;;;;;;;;;;;;;;
Faces_351_h;Faces;elderly women;%Day+;%Woman=;%Device+;%Candle=;;;;;;;;;;;;;;;;
Faces_352_h;Faces;people in the swimming pool;%SwimmingPool=;%GroupOfPeople=;%RecreationOrExercise+;;;;;;;;;;;;;;;;;
Faces_353_h;Faces;woman singing;%Woman=;%MakingVocalMusic=;%Microphone=;;;;;;;;;;;;;;;;;
Faces_354_v;Faces;woman smiling;%Woman=;%Dress+;%Fence=;;;;;;;;;;;;;;;;;
Faces_355_h;Faces;elderly couple;%Group+;%Human+;%Beer=;;;;;;;;;;;;;;;;;
Faces_356_h;Faces;couple smiling;%Man=;%Woman=;%GroupOfPeople+;%Smiling+;%BodyMotion+;;;;;;;;;;;;;;;
Faces_357_v;Faces;cello player;%Cello=;%MakingMusic=;%Man=;;;;;;;;;;;;;;;;;
Faces_358_h;Faces;man with children smiling;%Man=;%HumanChild=;%Face+;%Smiling+;;;;;;;;;;;;;;;;
Faces_359_h;Faces;people celebrating;%Animal+;%ProtectiveEyewear+;%Smiling+;%Dancing=;;;;;;;;;;;;;;;;
Faces_360_v;Faces;people smiling;%Barefoot=;%Clothing+;;;;;;;;;;;;;;;;;;
Faces_361_v;Faces;people dancing;%Drum=;%GroupOfPeople=;%MakingMusic=;;;;;;;;;;;;;;;;;
Faces_362_v;Faces;mutilated face;%NormativeAttribute+;%Nose+;%Blood=;;;;;;;;;;;;;;;;;
Faces_363_v;Faces;mutilated face;%Face+;%HumanChild=;%Woman+;%NormativeAttribute+;%Doll=;%Earphone=;;;;;;;;;;;;;;
Faces_364_v;Faces;mutilated face;%PathologicProcess+;%BodyPart+;%Blood=;;;;;;;;;;;;;;;;;
Faces_365_v;Faces;mutilated face;%Human+;%PathologicProcess+;;;;;;;;;;;;;;;;;;
Faces_366_h;Faces;mutilated face;%Man=;%Injuring=;%MedicalDoctor+;%Attaching+;;;;;;;;;;;;;;;;
Faces_367_h;Faces;mutilated face;%Dead=;%Blood=;%Man=;%Face+;;;;;;;;;;;;;;;;
Faces_368_h;Faces;mutilated face;%PathologicProcess+;%HumanChild=;%Ingesting+;;;;;;;;;;;;;;;;;
Faces_369_v;Faces;mutilated face;%Man+;%PathologicProcess+;%Injuring+;;;;;;;;;;;;;;;;;
Faces_370_h;Faces;at dentist;%Dentist=;%Glove+;%Device+;;;;;;;;;;;;;;;;;
Faces_371_v;Faces;mutilated face;%OrganismProcess+;%PathologicProcess+;%Woman+;;;;;;;;;;;;;;;;;
Faces_372_h;Faces;mutilated face;%Human+;%NormativeAttribute+;%Man=;%EthnicGroup@;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
